# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Sun Mar 14 15:55:16 CET 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.00800		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	C/O	M_hec	period	pmode	logMdot	int_IMF
	6.60	56.2006683350	35.2386	5.9236	4.2514	2.0130	-10.039	-9.440	-8.582	-8.409	-8.345	-8.246	-7.985	-7.913	-7.849	0.4787	0.0000	6.0	1	-12.446	3.3363380432
	6.60	56.2023162842	35.2080	5.9237	4.2471	1.9954	-10.039	-9.453	-8.604	-8.433	-8.369	-8.272	-8.014	-7.943	-7.880	0.4787	0.0000	6.2	1	-12.446	3.3363380432
	6.60	56.2148284912	35.0069	5.9274	4.1906	1.7632	-10.048	-9.633	-8.906	-8.755	-8.705	-8.626	-8.408	-8.352	-8.299	0.4787	0.0000	9.3	1	-12.449	3.3363380432
	6.60	56.2618179321	34.2726	5.9412	3.8678	0.4490	-10.083	-9.943	-10.066	-10.199	-10.297	-10.408	-10.547	-10.627	-10.648	0.4787	0.0000	114.4	0	-12.458	3.3363380432
	6.60	56.2782135010	33.9835	5.9449	3.8522	0.3790	-10.092	-9.877	-10.064	-10.212	-10.329	-10.463	-10.644	-10.744	-10.771	0.4787	0.0000	136.3	0	-12.461	3.3363382816
	6.60	56.3120269775	33.6031	5.9553	3.8377	0.3060	-10.118	-9.806	-10.036	-10.231	-10.378	-10.538	-10.755	-10.878	-10.909	0.4787	0.0000	163.5	0	-12.466	3.3363382816
	6.60	56.3343200684	33.3744	5.9630	3.8324	0.2739	-10.138	-9.788	-10.032	-10.247	-10.406	-10.576	-10.807	-10.938	-10.971	0.4787	0.0000	177.0	0	-12.469	3.3363382816
	6.60	56.3453941345	33.2484	5.9668	3.8293	0.2563	-10.147	-9.776	-10.028	-10.255	-10.421	-10.597	-10.834	-10.970	-11.004	0.4787	0.0000	184.9	0	-12.471	3.3363382816
	6.60	56.3564376831	33.0939	5.9705	3.8261	0.2376	-10.156	-9.762	-10.024	-10.262	-10.435	-10.617	-10.863	-11.004	-11.039	0.4787	0.0000	193.6	0	-12.426	3.3363382816
	6.60	56.5385017395	31.4534	5.9792	3.8353	0.2438	-10.178	-9.849	-10.085	-10.289	-10.442	-10.607	-10.829	-10.956	-10.988	0.4787	0.0000	188.0	0	-12.432	3.3363385201
	6.60	56.6300926208	30.7711	5.9843	3.8430	0.2599	-10.191	-9.916	-10.132	-10.307	-10.442	-10.592	-10.796	-10.910	-10.940	0.4787	0.0000	179.4	0	-12.505	3.3363385201
	6.60	56.7316398621	30.0373	5.9903	3.8490	0.2672	-10.206	-9.973	-10.172	-10.325	-10.447	-10.587	-10.776	-10.880	-10.908	0.4787	0.0000	175.0	0	-12.515	3.3363387585
	6.60	56.9332275391	28.9092	5.9849	3.9484	0.6538	-10.192	-10.244	-10.109	-10.111	-10.146	-10.183	-10.189	-10.212	-10.206	0.4787	0.0000	65.1	0	-12.532	3.3363389969
	6.60	60.0000000000	25.2156	5.9468	4.6976	3.6293	-10.097	-7.271	-6.084	-5.762	-5.614	-5.426	-5.010	-4.876	-4.759	0.4787	0.0000	0.3	1	-12.591	3.3363418579
	6.60	70.3487930298	15.4262	5.8748	5.2518	5.7048	-9.917	-3.475	-2.202	-1.842	-1.680	-1.467	-1.009	-0.863	-0.740	0.4787	0.0000	0.0	1	-12.804	3.3363485336
#	Isochrone	Z = 0.00800		Age = 	4.467e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	C/O	M_hec	period	pmode	logMdot	int_IMF
	6.65	0.1500000060	0.1500	-2.4525	3.5402	5.1734	10.901	15.617	14.057	12.451	11.401	10.278	9.161	8.587	8.345	0.4787	0.0000	0.0	1	-17.817	1.9609395266
	6.65	0.2000000030	0.2000	-2.1755	3.5616	5.1069	10.209	14.344	12.995	11.507	10.522	9.545	8.510	7.935	7.717	0.4787	0.0000	0.0	1	-17.692	2.2217822075
