ArII	3094.98
ZrII	3095.07
CrII	3095.22
FeI	3095.27
CoI	3095.72
O III	3095.81
ZrI	3095.82
CrI	3095.86
Y II	3095.88
V I	3095.9
CrII	3096.11
FeII	3096.3
CoI	3096.4
TiII	3096.42
CrI	3096.53
ClII	3096.72
RhII	3096.74
ScII	3096.77
SiIII	3096.79
FeIII	3096.86
MgI	3096.9
MnI	3097.06
NiI	3097.12
NeII	3097.15
TiII	3097.19
FeII	3097.42
EuII	3097.45
S IV	3097.46
FeI	3097.49
TiII	3097.63
CrII	3098.16
FeI	3098.19
CoI	3098.19
NdII	3098.48
TmII	3098.6
CoVII	3098.6
GdII	3098.64
AlVII	3098.7
CrII	3098.88
GdII	3098.9
FeIII	3098.93
FeIII	3099.05
NiI	3099.12
NbII	3099.18
ZrII	3099.22
CoI	3099.67
FeI	3099.9
FeI	3099.97
ArII	3099.97
FeI	3100.3
FeIII	3100.31
FeIII	3100.48
GdII	3100.5
FeI	3100.67
TiI	3100.67
FeI	3100.84
V II	3100.94
FeI	3101
GdII	3101.19
HfII	3101.39
GdII	3101.41
TiII	3101.52
TiI	3101.53
NiI	3101.55
MnI	3101.56
TiI	3101.77
NiI	3101.88
GdII	3101.91
V II	3102.3
CaI	3102.36
CoI	3102.41
TiI	3102.52
FeIII	3102.55
GdII	3102.55
CrII	3102.58
ArII	3102.63
FeI	3102.64
FeI	3102.71
TiII	3102.98
Y II	3103.3
CeII	3103.38
CrII	3103.48
V I	3103.6
CoI	3103.74
TiII	3103.8
CoI	3103.98
V I	3103.99
CrII	3104.29
ArII	3104.38
NaII	3104.4
ClIII	3104.46
LaII	3104.58
TiII	3104.59
CrI	3104.7
MgII	3104.71
MgII	3104.81
Y II	3104.82
V II	3104.91
TiII	3105.08
FeII	3105.17
TiI	3105.22
NiI	3105.47
FeII	3105.55
CrI	3105.57
CoI	3105.93
V II	3105.97
NiVII	3106
NiVII	3106.1
V I	3106.11
TiII	3106.23
FeI	3106.54
FeII	3106.56
ZrII	3106.58
TiI	3106.81
V II	3106.83
CeIII	3106.97
CoI	3107.04
V I	3107.14
ScII	3107.39
CaI	3107.39
TiI	3107.47
ScII	3107.53
CoI	3107.54
CrII	3107.58
RuII	3107.59
NiI	3107.71
MnI	3107.77
FeIII	3107.95
GdII	3108.23
ZrI	3108.36
GdII	3108.36
LaII	3108.46
ScII	3108.51
MnI	3108.64
CrII	3108.66
V II	3108.7
FeIII	3108.78
ArII	3108.82
FeIII	3108.85
TiII	3108.93
ArIII	3109
FeI	3109.05
HfII	3109.11
Y II	3109.3
FeIII	3109.32
CrI	3109.34
V II	3109.38
